Fiscal Year,Month Ending,Licensee,Wagers,Patron Winnings,Cancelled Wagers,Online Casino Gaming Win/(Loss),Promotional Coupons or Credits Wagered (3),Promotional Deduction (4),Total Gross Gaming Revenue,Payment (5)
2024/25,11/30/2024 12:00:00 AM,"MPI Master Wagering License CT, LLC",0.9817859697352066,0.9822291460716894,0.7673562573248048,0.9679368067764488,0.14919521680084946,0.896250262691765,0.9270827273472124,0.926823857876796
2024/25,11/30/2024 12:00:00 AM,"Mohegan Digital, LLC",0.8482900062308865,0.845829902921736,0.5514413097809971,0.9251581019244864,0.16734800814815315,0.8565108529226335,0.8861330459889091,0.8857288747475833
2024/25,10/31/2024 12:00:00 AM,Mohegan Tribe On-Reservation,0.0034433597099846032,0.003545290246401803,2.7357704635630676e-05,0.0038164198431028255,0.0006750487680119349,0.0006275781320363865,0.004183815527954325,0.0006489232622066361
2024/25,10/31/2024 12:00:00 AM,MPTN On-Reservation,0.0032080686538611246,0.0032313176741541215,0.0004280157015574477,0.005866880679056535,0.0003516364149641306,0.0025324086583205737,0.006146642788848142,0.002618581899350906
2024/25,10/31/2024 12:00:00 AM,"MPI Master Wagering License CT, LLC",1.0000000000000002,1.0,0.7608610087403455,0.9999999999999999,0.17506935387887723,0.9260356059923744,0.9577750617952981,0.9576251892287017
2024/25,10/31/2024 12:00:00 AM,"Mohegan Digital, LLC",0.8939088328980027,0.8953516297419877,0.3917967481396761,0.8645575835618442,0.15726444194819675,0.8002159176198624,0.8281235560060453,0.8275135184229678
2024/25,09/30/2024 12:00:00 AM,Mohegan Tribe On-Reservation,0.004798466959869633,0.005077934715302786,8.825066011493766e-07,0.0,0.00040184357461066475,0.0,0.0,0.0
2024/25,09/30/2024 12:00:00 AM,MPTN On-Reservation,0.003908837006352343,0.0038156749597644973,4.5890343259767584e-05,0.010024113236381655,0.0006269840289069041,0.004849860398090606,0.010406976348066897,0.006894170477619695
2024/25,09/30/2024 12:00:00 AM,"MPI Master Wagering License CT, LLC",0.9752161635623734,0.9775309625705172,1.0,0.8959838277619102,0.16591373521954936,0.8294094689123059,0.8582061483111615,0.8577029382709616
2024/25,09/30/2024 12:00:00 AM,"Mohegan Digital, LLC",0.7604675015134357,0.7594778101341894,0.43550465257480125,0.7966009710214953,0.15502673026695615,0.7370872737098081,0.7630724417864619,0.7622313512481605
2024/25,08/31/2024 12:00:00 AM,Mohegan Tribe On-Reservation,0.0031920282276592937,0.0032213798272185197,9.178068651953517e-05,0.005685964507931476,0.0007840017198979511,0.0023642859287279715,0.005973472700969455,0.0024449675331395244
2024/25,08/31/2024 12:00:00 AM,MPTN On-Reservation,0.0030779475222835165,0.0030444544563061455,0.00019326894565171348,0.007409457661408152,0.0010371488890990599,0.0039652946651055265,0.0076232398887448784,0.0041005132215984055
2024/25,08/31/2024 12:00:00 AM,"MPI Master Wagering License CT, LLC",0.866352127075982,0.8638005095544183,0.5957184309738637,0.9445067858688996,0.13978337706458702,0.8744850941187066,0.9046545149743865,0.904316082363824
2024/25,08/31/2024 12:00:00 AM,"Mohegan Digital, LLC",0.7052994347837112,0.7028422462783387,0.4136573191567473,0.7838224333182356,0.12724521791552915,0.7252166081239304,0.7508402570796212,0.7499558659132176
2024/25,07/31/2024 12:00:00 AM,Mohegan Tribe On-Reservation,0.004374487823079886,0.0043573384625530615,0.00011649087135171771,0.008268586480043394,0.0006445270376887791,0.00476339728001441,0.008445634026135972,0.004925729332524593
2024/25,07/31/2024 12:00:00 AM,MPTN On-Reservation,0.003936080978726483,0.003910711151283402,0.0002338642493045848,0.008053115901957474,0.0004679481156666147,0.003619682368128734,0.008410956333884856,0.004891152558328217
2024/25,07/31/2024 12:00:00 AM,"MPI Master Wagering License CT, LLC",0.8830344612276654,0.8833262142471775,0.615913712034566,0.8773075004431767,0.13302826299808093,0.8120599237443333,0.8403283566914233,0.8397614884375997
2024/25,07/31/2024 12:00:00 AM,"Mohegan Digital, LLC",0.6834685920710346,0.6814079229447055,0.4957119004250152,0.7460829709871348,0.13696544201147579,0.690158455672641,0.7147143999422796,0.7137018746699074
